,w1,w2,ground_truth,prediction
614,marshall park,brentwd-darlngt,0.0,0.0
615,cameroon,poland,0.0,0.0
616,china,south africa,0.0,0.0
617,average annual age-adjusted rate,number,0.0,0.0
618,mw2257.codfw.wmnet,nginx/1.10.0,0.0,0.0
619,b-family,i-trivial,0.0,0.0
620,try before you buy special,annual (boulder b-cycle),0.0,0.0
621,automotive retail,hypermarkets & super centers,0.0,0.0
622,irvington,eastmoreland,0.0,0.0
623,ca,nj,0.0,0.0
624,cym;prt,imn;are,0.0,0.0
625,a1050000006tr3k,a1050000002zoqt,0.0,0.0
626,plus_taxes_less_subsidies_on_production_and_imports_from_and_to_the_rest_of_the_world_net,less_sum_of_compensation_of_employees_and_property_income_to_the_rest_of_the_world,0.0,0.0
627,washington,california,0.0,0.0
628,chile,oman,0.0,0.0
629,00960-3194,00902-1244,0.0,0.0
630,9,"15,25",0.0,0.0
631,senior partner,sr. staff attorney,1.0,0.0
632,lr,dz,0.0,0.0
633,interintra,intra,0.0,0.0
634,convention and conference services,elevator maintenance,0.0,0.0
635,wk,week,1.0,0.0
636,saint vincent and the grenadines,romania,0.0,0.0
637,weapons,offenses against family,0.0,0.0
638,japanese,monegasque,0.0,0.0
639,mi,ia,0.0,0.0
640,somalia,azerbaijan,0.0,0.0
641,axis-bni,black-girls-read-book-club,0.0,0.0
642,new york,south carolina,0.0,0.0
643,amsterdam,madrid,0.0,0.0
644,vice-president,vice president,1.0,1.0
645,western heritage awards,"academy of science fiction, fantasy & horror films, usa",0.0,0.0
646,verdelho,pugnitello,0.0,0.0
647,estonia,15,0.0,0.0
648,duii,burglary,0.0,0.0
649,r1x5,r1w5,0.0,0.0
650,kenya,bosnia and herzegovina,0.0,0.0
651,yem,yem,1.0,1.0
652,older adults,arthritis,0.0,0.0
653,vgb;imn;che;gbr,bmu;nzl,0.0,0.0
654,tajikistan,andorra,0.0,0.0
655,ireland,cyprus,0.0,0.0
656,bdi,bdi,1.0,1.0
657,841,630,0.0,0.0
658,all other outpatient care centers,"all other professional, scientific, and technical services",0.0,0.0
659,northwest,mill park,0.0,0.0
660,grey/white,grey /white,1.0,1.0
661,cathedral park,homestead,0.0,0.0
662,other_recovered_gases,other_liquid_biofuels,0.0,0.0
663,dir,nas,0.0,0.0
664,maldives,saint kitts and nevis,0.0,0.0
665,taiwan,yugoslavia,0.0,0.0
666,american wirehair,manx,0.0,0.0
667,ut,utah,1.0,0.0
668,453,923,0.0,0.0
669,sierra leone,antigua and barbuda,0.0,0.0
670,e columbia,russell,0.0,0.0
671,turkey,serbia,0.0,0.0
672,arnold creek,bridlemile,0.0,0.0
673,ross-shire,ross-shire,1.0,1.0
674,lv,da,0.0,0.0
675,no,nl,0.0,0.0
676,education_health_and_social_work_other_community_social_and_personal_services,agriculture_hunting_forestry_fishing,0.0,0.0
677,mâcon-prissé,rías baixas,0.0,0.0
678,"round rock, tx","round rock, tx 78682",1.0,1.0
679,mali,lithuania,0.0,0.0
680,fiscal intermediaries,contracting for students,0.0,0.0
681,ks,ok,0.0,0.0
682,seychelles,eritrea,0.0,0.0
683,iowa,ia,1.0,0.0
684,siamese/domestic shorthair,bombay,0.0,0.0
685,cabo verde,15,0.0,0.0
686,paraguay,bermuda,0.0,0.0
687,da,lv,0.0,0.0
688,"expenditure survey/budget survey (es/bs), 1998","integrated household survey (ihs), 2008/09",0.0,0.0
689,financial_corporations_survey_banking_survey_capital_and_unclassified_liabilities,depository_corporations_survey_monetary_survey_liabilities_included_in_the_definition_of_quasi_money,0.0,0.0
690,chardonnay,meritage,0.0,0.0
691,sierra leone,papua new guinea,0.0,0.0
692,cully,hillsdale,0.0,0.0
693,au,sg,0.0,0.0
694,nigeria,norway,0.0,0.0
695,pal,dig,0.0,0.0
696,neza,el monumental - estadio monumental antonio vespuci,0.0,0.0
697,indonesia,thailand,0.0,0.0
698,ohio,oh,1.0,0.0
699,kosovo,united kingdom of great britain and northern ireland,0.0,0.0
700,plus: statistical discrepancy,financial and insurance activities,0.0,0.0
701,fin,che,0.0,0.0
702,imports of goods,exports of services,0.0,0.0
703,overarching conditions,tobacco,0.0,0.0
704,"own use, tubed/piped deep well",peddler,0.0,0.0
705,a104,lower,0.0,0.0
706,prosecco di valdobbiadene superiore,san luis obispo,0.0,0.0
707,brown,white,0.0,0.0
708,remote violence,remote violence,1.0,1.0
709,virginia,va,1.0,0.0
710,malaysia,italy,0.0,0.0
711,retailadvertising and pr services,retail; advertising and pr services,1.0,1.0
712,illinois,south dakota,0.0,0.0
713,941,540,0.0,0.0
714,administrator,admin.,1.0,0.0
715,danish krone,danish krone,1.0,1.0
716,other_financial_corporations_other_banking_nonbank_financial_institutions_reserves,balance_of_payments_export_prices,0.0,0.0
717,eola-amity hills,gigondas,0.0,0.0
718,louisiana,oklahoma,0.0,0.0
719,usilaw inc.,"usilaw, inc",1.0,0.0
720,central africa republic,monaco,0.0,0.0
721,nigeria,argentina,0.0,0.0
722,spr,e_tcash2,0.0,0.0
723,tuvalu,egypt,0.0,0.0
724,autodialed live voice call,email,0.0,0.0
725,tx,co,0.0,0.0
726,benin,botswana,0.0,0.0
727,central african republic/chad/sudan/(darfur),iraq/kurds-kurdistan,0.0,0.0
728,"transport, storage and communication (isic i)","wholesale, retail trade, restaurants and hotels (isic g-h)",0.0,0.0
729,constr type 2,wood frame (5),0.0,0.0
730,slovenia,romania,0.0,0.0
731,841,520,0.0,0.0
732,directory and mailing list publishers,securities brokerage,0.0,0.0
733,san marino,tanzania - mainland,0.0,0.0
734,mississippi,massachusetts,0.0,0.0
735,roseway,st johns,0.0,0.0
736,street cleaning-blvd,dead animal,0.0,0.0
737,crafts,craft classes,1.0,0.0
738,bayf,wdub,0.0,0.0
739,la,sc,0.0,0.0
740,d.4,b.8n,0.0,0.0
741,bhr,rus,0.0,0.0
742,338,640,0.0,0.0
743,fitness,hobbies & crafts,0.0,0.0
744,real estate activities,"wholesale and retail trade, transportation and storage, accommodation and food service activities",0.0,0.0
745,less_acquisitions_less_disposals_of_non_produced_non_financial_assets,equals_net_lending_net_borrowing_of_the_nation,0.0,0.0
746,00623-0000,00919-5206,0.0,0.0
747,forestry_logging_and_related_service_activities,transport_storage_and_communications,0.0,0.0
748,education_health_and_social_work_other_community_social_and_personal_services_m_n_o,mining_and_quarrying_c,0.0,0.0
749,north america,western europe,0.0,0.0
750,oklahoma,south carolina,0.0,0.0
751,bmu;che,bhs;gbr,0.0,0.0
752,22,590,0.0,0.0
753,nv,nevada,1.0,0.0
754,myanmar,turks and caicos islands,0.0,0.0
755,total disability benefits,administering govt level,0.0,0.0
756,malaysia,switzerland,0.0,0.0
757,wi,ne,0.0,0.0
758,d210,rvr,0.0,0.0
759,shimin kaikan (nagoya),shimin kaikan,1.0,0.0
760,03/06/2011,20/05/2011,0.0,0.0
761,annual membership (austin b-cycle),local365+guest pass,0.0,0.0
762,mining and well drilling machinery and accessories,live plant and animal material and accessories and supplies,0.0,0.0
763,louisiana,pennsylvania,0.0,0.0
764,yard trimmings,litter control,0.0,0.0
765,cs,lc,0.0,0.0
766,b-no class,b-multiple,0.0,0.0
767,nepal,democratic republic of congo/uganda,0.0,0.0
768,poodle miniature,poodle (miniature),1.0,1.0
769,oklahoma,florida,0.0,0.0
770,fraud,sex offenses,0.0,0.0
771,northern mariana islands,mp,1.0,1.0
772,cbx,gam,0.0,0.0
773,offices of dentists,beverage manufacturing,0.0,0.0
774,mad,qcn,0.0,0.0
775,ua,yf,0.0,0.0
776,kenya,argentina,0.0,0.0
777,washington,illinois,0.0,0.0
778,sh,550,0.0,0.0
779,hawaiian,hotdogs,0.0,0.0
780,public assmbly other,automobile sales,0.0,0.0
781,israel,kiribati,0.0,0.0
782,refers to agriculture and fishing only.,includes accommodation and food service activities.,0.0,0.0
783,immigration paralegal,immigration paralegal,1.0,1.0
784,"oboe d'amore, english horn",virginal,0.0,0.0
785,uzbekistan,norway,0.0,0.0
786,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0.0,1.0
787,fiji,philippines,0.0,0.0
788,attorney for employer,attorney for employer,1.0,1.0
789,layer 1 down,layer 2 up,0.0,0.0
790,faroe islands,nan,0.0,0.0
791,statewide central cancer registries,acs 5-year estimates,0.0,0.0
792,velodrome municipale,tunavallen,0.0,0.0
793,ca-dvbe ca-mb ca-sb ca-sbe cdvbe dbe mbe sb sbasdb sdvosb,ca-sb ca-sbe mbe mosb sb wbe,0.0,0.0
794,vienna,copenhagen,0.0,0.0
795,homicide,disorderly conduct,0.0,0.0
796,vt,vermont,1.0,0.0
797,indiana,in,1.0,0.0
798,idaho,id,1.0,0.0
799,e_pr,e_t,0.0,0.0
800,r1w3,r1x7,0.0,0.0
801,morphological id b. res. associate,morphological id by res. associate,1.0,1.0
802,malta,kyrgyzstan,0.0,0.0
803,lgbt,singles,0.0,0.0
804,op,141,0.0,0.0
805,ncon,rock,0.0,0.0
806,portugal,luxembourg,0.0,0.0
807,isle of wight,isle of wight,1.0,1.0
808,balance_of_payments_unit_value_of_exports,other_depository_corporations_deposit_money_banks_capital_and_unclassified_liabilities,0.0,0.0
809,madeleine angevine,listán negro,0.0,0.0
810,mh,marshall islands,1.0,0.0
811,new hampshire,nh,1.0,0.0
812,retail,adult care,0.0,0.0
813,"partner, baird holm llp",partner of the firm,1.0,0.0
814,"5,3","11,5",0.0,0.0
815,egy,rwa,0.0,0.0
816,bogotá uberangel,barranquilla,0.0,0.0
817,pomeranian cross,pomeranian cross,1.0,1.0
818,iowa,oklahoma,0.0,0.0
819,116,300,0.0,0.0
820,russian rouble,russian ruble,1.0,1.0
821,tjk,zaf,0.0,0.0
822,prep,starting,0.0,0.0
823,ukraine,croatia,0.0,0.0
824,tn,ct,0.0,0.0
825,golden satellite award,aacta international award,0.0,0.0
826,623,032f,0.0,0.0
827,mont,ftvl,0.0,0.0
828,funeral homes and funeral services,social advocacy organizations,0.0,0.0
829,wisconsin,north dakota,0.0,0.0
830,paraguay,costa rica,0.0,0.0
831,mn,ma,0.0,0.0
832,jam,jam,1.0,1.0
833,korea republic,brazil,0.0,0.0
834,m06,p01,0.0,0.0
835,parking,comml-1,0.0,0.0
836,bayside city council,monash city council,0.0,0.0
837,barcelona,ljubljana,0.0,0.0
838,stolen property,rape,0.0,0.0
839,new hampshire,nevada,0.0,0.0
840,georgia,hawaii,0.0,0.0
841,american-italian,swedish,0.0,0.0
842,slovakia,armenia,0.0,0.0
843,mys,bhs,0.0,0.0
844,hillside,multnomah,0.0,0.0
845,300,712,0.0,0.0
846,layer 2 down,end,0.0,0.0
847,00804-0190,96931-5596,0.0,0.0
848,v,iii,0.0,0.0
849,colm,frmt,0.0,0.0
850,bm,mg,0.0,0.0
851,trupti n. patel & associates,trupti n. patel & associates,1.0,1.0
852,solomon islands,slovenia,0.0,0.0
853,uruguay,nigeria,0.0,0.0
854,alabama,al,1.0,0.0
855,mozambique,united kingdom,0.0,0.0
856,lby,bwa,0.0,0.0
857,liquor laws,offenses against family,0.0,0.0
858,somalia,guyana,0.0,0.0
859,eyravallen,stanford stadium,0.0,0.0
860,ba,gp,0.0,0.0
861,ky,kentucky,1.0,1.0
862,romania,ukraine,0.0,0.0
863,nì_rburg,anderstorp,0.0,0.0
864,blue/grey,blue & grey,1.0,1.0
865,npaw5_2,tob10_0,0.0,0.0
866,co,ks,0.0,0.0
867,turkey,croatia,0.0,0.0
868,y12a,x16a,0.0,0.0
869,moschofilero,tinta amarela,0.0,0.0
870,26/04/2013,14/01/2011,0.0,0.0
871,tajikistan,somalia,0.0,0.0
872,uz,mm,0.0,0.0
873,virginia,texas,0.0,0.0
874,gresham - southwest gresh,buckman-west,0.0,0.0
875,order,forma,0.0,0.0
876,ball field,dog play area,0.0,0.0
877,"6,9","10,8",0.0,0.0
878,runaway,drugs,0.0,0.0
879,grenada,nigeria,0.0,0.0
880,850,530,0.0,0.0
881,sbrn,19th,0.0,0.0
882,stolen property,robbery,0.0,0.0
883,maldives,georgia,0.0,0.0
884,09263-0006,00841-1185,0.0,0.0
885,sum_of_compensation_of_employees_and_property_income_from_and_to_the_rest_of_the_world_net,plus_statistical_discrepancy,0.0,0.0
886,mdl,gel,0.0,0.0
887,48,78,0.0,0.0
888,changes in inventories,final consumption expenditure,0.0,0.0
889,me,ak,0.0,0.0
890,myanmar,grenada,0.0,0.0
891,eastmoreland,neighbors sw,0.0,0.0
892,"chicago, il 60606","chicago, il",1.0,1.0
893,"5,8",32,0.0,0.0
894,tur;usa,ken,0.0,0.0
895,antigua barbuda,united states minor outlying islands,0.0,0.0
896,laos,chad,0.0,0.0
897,saint kitts and nevis,jordan,0.0,0.0
898,memorandum_item_fisim_if_distributed_to_uses,plus_taxes_on_products,0.0,0.0
899,21,footnote_seqid,0.0,0.0
900,red & brown,red/brown,1.0,1.0
901,fishing and aquaculture,administrative and support service activities,0.0,0.0
902,other_coal_products,fuel_oil,0.0,0.0
903,sg,it,0.0,0.0
904,ic.gov.durs.zs,iq.wef.port.xq,0.0,0.0
905,prkng garage/private,day care home gt 12,0.0,0.0
906,dog,other,0.0,0.0
907,dwrw,gresham - gresham butte,0.0,0.0
908,eth,svn,0.0,0.0
909,mco,jey;gbr,0.0,0.0
910,north dakota,mississippi,0.0,0.0
911,netherlands,ghana,0.0,0.0
912,10,greece,0.0,0.0
913,curacao,turkmenistan,0.0,0.0
914,china,cn,1.0,0.0
915,japan,guatemala,0.0,0.0
916,south africa,serbia,0.0,0.0
917,chad,slovenia,0.0,0.0
918,cn,lc,0.0,0.0
919,africa (excl mena),asia and pacific,0.0,0.0
920,euro,euro,1.0,1.0
921,prk,prk,1.0,1.0
922,ne,pa,0.0,0.0
923,sp.dyn.conu.zs,sp.dyn.conu.zs,1.0,1.0
924,hungary,russia,0.0,0.0
925,usa,algeria,0.0,0.0
926,932,730,0.0,0.0
927,inter-agency task force / initial inspection,pre-permit (operational) / reopening inspection,0.0,0.0
928,04e,02f,0.0,0.0
929,hi,hawaii,1.0,0.0
930,lcp,kzc,0.0,0.0
931,vermont,idaho,0.0,0.0
932,games,gaming,1.0,0.0
933,poison,steel,0.0,0.0
934,"income survey (is), 2012","living standards measurement study survey (lsms), 2010/11",0.0,0.0
935,retailtelecommunications servicesbusiness services - other,retail telecommunications services business services - other,1.0,1.0
936,"director, isss","director, intl student and scholar services",1.0,1.0
937,special project bu,kab,0.0,0.0
938,monterrey,atlantic city,0.0,0.0
939,pg,dk,0.0,0.0
940,mozambique,52,0.0,0.0
941,at,nl,0.0,0.0
942,rural conflict zone,village bank,0.0,0.0
943,120,972,0.0,0.0
944,tek,pirl,0.0,0.0
945,co,colorado,1.0,1.0
946,nyfcc award,britannia award,0.0,0.0
947,deln,conc,0.0,0.0
948,frameshift_variant&stop_retained_variant,intron_variant,0.0,0.0
949,mining_manufacturing_utilities_isic_c_e,transport_storage_and_communication_isic_i,0.0,0.0
950,egypt,tuvalu,0.0,0.0
951,partner/attorney of record,pastor,1.0,0.0
952,sfia,lake,0.0,0.0
953,tkm,mwi,0.0,0.0
954,foster-powell,marshall park,0.0,0.0
955,r2y2,x02,0.0,0.0
956,ne,nj,0.0,0.0
957,general public services,public order and safety,0.0,0.0
958,south of market,lincoln park,0.0,0.0
959,weapons,"assault, simple",0.0,0.0
960,"assault, simple",embezzlement,0.0,0.0
961,rhode island,kern county,0.0,0.0
962,manufacturing - otherfood and beverage production,manufacturing - other;food and beverage production,1.0,1.0
963,forgery,gambling,0.0,0.0
964,"coastal conservancy, state","child support services, department of",0.0,0.0
965,housing,arts,0.0,0.0
966,161,1,0.0,0.0
967,i-trivial,b-systematic,0.0,0.0
968,idaho,id,1.0,0.0
969,utah,ut,1.0,0.0
970,alabama,al,1.0,0.0
971,attorney mountain states employers council,"attorney, mountain states employers council",1.0,1.0
972,west virginia,iowa,0.0,0.0
973,slovakia,belarus,0.0,0.0
974,pr,ne,0.0,0.0
975,466,927,0.0,0.0
976,grand prize,cine golden eagle,0.0,0.0
977,00919-5166,00719-0000,0.0,0.0
978,jordan,former yugoslavia,0.0,0.0
979,"equipment, electrical",implementation activity,0.0,0.0
980,"15,25",9,0.0,0.0
981,chalan pago,dem rep of congo,0.0,0.0
982,gross_capital_formation,gross_fixed_capital_formation_including_acquisitions_less_disposals_of_valuables,0.0,0.0
983,kidnap,embezzlement,0.0,0.0
984,left council area,normal multiple,0.0,0.0
985,2.5,at producers' prices.,0.0,0.0
986,salta remis,santiago uberxl,0.0,0.0
987,washington,south carolina,0.0,0.0
988,plus_statistical_discrepancy,exports_of_services,0.0,0.0
989,ginger/black,black/ginger,1.0,1.0
990,prep,layer 1 up,0.0,0.0
991,ct,cv,0.0,0.0
992,gigondas,eola-amity hills,0.0,0.0
993,az,arizona,1.0,0.0
994,3,38,0.0,0.0
995,cc,5c,0.0,0.0
996,transmontano,transmontanas,1.0,0.0
997,"iran, islamic republic of",uruguay,0.0,0.0
998,south carolina,sc,1.0,0.0
999,chicago,"chicago, il",1.0,1.0
1000,18f,20b,0.0,0.0
1001,georgia,ohio,0.0,0.0
1002,sgd,mxn,0.0,0.0
1003,jupiter award,inoca,0.0,0.0
1004,schnauzer cross,schnauzer cross,1.0,1.0
1005,estonian kroon,estonian kroon,1.0,1.0
1006,senior legal asst,sr. legal asst,1.0,0.0
1007,barbados,australia,0.0,0.0
1008,woodlawn,king,0.0,0.0
1009,fiscal year beginning 1 april,fiscal year beginning 1 july,0.0,0.0
1010,"associate - fragomen, del rey, bernsen & loewy llp","associate -fragomen, del rey, bernsen & loewy, llp",1.0,1.0
1011,grenache-syrah,chelois,0.0,0.0
1012,mpcvs,mpcuo,0.0,0.0
1013,lloyd,gresham - northwest gresh,0.0,0.0
1014,pa,pennsylvania,1.0,0.0
1015,local_11,local_10,0.0,0.0
1016,rock,powl,0.0,0.0
1017,director,director,1.0,1.0
1018,yarra city council,mitchell shire council,0.0,0.0
1019,founding member (austin b-cycle),annual (nashville b-cycle),0.0,0.0
1020,annual membership (fort worth bike sharing),semester membership,0.0,0.0
1021,74,"9,54",0.0,0.0
1022,number,average annual age-adjusted rate,0.0,0.0
1023,parkrose,sabin,0.0,0.0
1024,lowchen,lowchen,1.0,1.0
1025,speed,availability,0.0,0.0
1026,pm,ha,0.0,0.0
1027,iq,pi,0.0,0.0
1028,fleet,contract with other government agency,0.0,0.0
1029,russian grand prix,pescara grand prix,0.0,0.0
1030,bahrain,bolivia,0.0,0.0
1031,tajikistan,bermuda,0.0,0.0
1032,prson'l svc tutor,sign,0.0,0.0
1033,tunisia,malawi,0.0,0.0
1034,youth entrepreneurship,disabled entrepreneurs,0.0,0.0
1035,suspend,incomplete,0.0,0.0
1036,disorderly conduct,gambling,0.0,0.0
1037,other economic sector,energy,0.0,0.0
1038,engineering jobs,banking jobs,0.0,0.0
1039,forint,forint,1.0,1.0
1040,lb,bf,0.0,0.0
1041,immigration lawyer,immigration lawyer,1.0,1.0
1042,161,590,0.0,0.0
1043,glockenspiel,clapping and vocals,0.0,0.0
1044,specialty (except psychiatric and substance abuse) hospitals,electronic and precision equipment repair and maintenance,0.0,0.0
1045,bhutan,japan,0.0,0.0
1046,connecticut,washington,0.0,0.0
1047,mn,la,0.0,0.0
1048,serviceretireeage_avg,source_planbasics,0.0,0.0
1049,albania,low income,0.0,0.0
1050,australian,austrian,0.0,0.0
1051,mauritius,central african republic,0.0,0.0
1052,130,151,0.0,0.0
1053,r3w1,r1x5,0.0,0.0
1054,education,agriculture_hunting_forestry_fishing,0.0,0.0
1055,frankston city council,melton city council,0.0,0.0
1056,smythes creek,smythes creek,1.0,1.0
1057,owner / partner,owner/partner,1.0,0.0
1058,00919-4836,00910-1384,0.0,0.0
1059,finance jobs,law jobs,0.0,0.0
1060,st kitts and nevis,cambodia,0.0,0.0
1061,paraguay,burkina faso,0.0,0.0
1062,repositioning,layer 1 up,0.0,0.0
1063,excludes financial intermediation services indirectly measured (fisim).,"includes repairs of motor vehicles, motorcycles, and personal and households goods.",0.0,0.0
1064,coke_oven_coke,other_hydrocarbons,0.0,0.0
1065,british virgin islands,kiribati,0.0,0.0
1066,hume city council,macedon ranges shire council,0.0,0.0
1067,greece,portugal,0.0,0.0
1068,alabama,al,1.0,0.0
1069,9,mozambique,0.0,0.0
1070,20b,18f,0.0,0.0
1071,ak,oh,0.0,0.0
1072,legal representative,legal representative,1.0,1.0
1073,less_imports_of_goods_and_services,general_government_final_consumption_expenditure,0.0,0.0
1074,manufacturing,"professional, scientific and technical activities",0.0,0.0
1075,vermont,utah,0.0,0.0
1076,source_planbasics,serviceretireeage_avg,0.0,0.0
1077,2010,2004-06,0.0,0.0
1078,23,france,0.0,0.0
1079,"4,6","6,1",0.0,0.0
1080,monaco grand prix,portuguese grand prix,0.0,0.0
1081,construction_f,agriculture_forestry_and_fishing_a,0.0,0.0
1082,npaw9_1,ovc1_2,0.0,0.0
1083,"sr. counsel, gibney, anthony & flaherty llp","senior counsel, gibney, anthony & flaherty llp",1.0,1.0
1084,oregon,or,1.0,0.0
1085,lowchen,lowchen,1.0,1.0
1086,willamette valley,new york other,0.0,0.0
1087,fraud,runaway,0.0,0.0
1088,24-hour-online (austin b-cycle),annual plus,0.0,0.0
1089,embezzlement,"assault, simple",0.0,0.0
1090,tunavallen,velodrome municipale,0.0,0.0
1091,12th,bayf,0.0,0.0
1092,dachshund (miniature),dachshund - miniature,1.0,1.0
1093,352,w50,0.0,0.0
1094,hic,mrt,0.0,0.0
1095,4,14,0.0,0.0
1096,dominican republic,eritrea,0.0,0.0
1097,macedonia,south africa,0.0,0.0
1098,rear unit,com'l,0.0,0.0
1099,saudi arabia,costa rica,0.0,0.0
1100,somalia,azerbaijan,0.0,0.0
1101,severely endangered,critically endangered,0.0,0.0
1102,sint maarten,chile,0.0,0.0
1103,equals_saving_gross,plus_property_income_from_and_to_the_rest_of_the_world_net,0.0,0.0
1104,730,203,0.0,0.0
1105,us,wy,0.0,0.0
1106,cambodia,moldova/transdniestria,0.0,0.0
1107,age-adjusted prevalence,local control of the regulation of alcohol outlet density,0.0,0.0
1108,tgo,slb,0.0,0.0
1109,research & consulting services,paper packaging,0.0,0.0
1110,iowa,west virginia,0.0,0.0
1111,liberia,austria,0.0,0.0
1112,biotechnology/pharmaceuticals; manufacturing - other; medical devices and supplies,biotechnology/pharmaceuticalsmanufacturing - othermedical devices and supplies,1.0,1.0
1113,kidnap,curfew,0.0,0.0
1114,wa,or,0.0,0.0
1115,oakl,ftvl,0.0,0.0
1116,general financial inclusion,education,0.0,0.0
1117,eur,gbp,0.0,0.0
1118,7,"6,20",0.0,0.0
1119,liquor laws,stolen property,0.0,0.0
1120,"income survey (is), 2013","labor force survey (lfs), 2013",0.0,0.0
1121,951,w40,0.0,0.0
1122,timor-leste,anguilla,0.0,0.0
1123,pennsylvania,pa,1.0,0.0
1124,western addition,north beach,0.0,0.0
1125,south carolina,delaware,0.0,0.0
1126,nh,or,0.0,0.0
1127,r1w4,r1w6,0.0,0.0
1128,managing partner - new york,managing partner - new york,1.0,1.0
1129,570,hp1,0.0,0.0
1130,18,23,0.0,0.0
1131,republic of korea,caracas,0.0,0.0
1132,cad,usd,0.0,0.0
1133,b-family,i-abbreviation,0.0,0.0
1134,fairfax,nashville-davidson,0.0,0.0
1135,arkansas,montana,0.0,0.0
1136,nginx/1.2.6,mi,0.0,0.0
1137,gresham - hollybrook,gresham - wilkes east,0.0,0.0
1138,sylvan-highlnds,bridlemile,0.0,0.0
1139,germany,barbados,0.0,0.0
1140,farming and fishing and forestry and wildlife contracting services,apparel and luggage and personal care products,0.0,0.0
1141,white/sandy,sandy & white,1.0,1.0
1142,dance-dance-dance,dancing,1.0,0.0
1143,argay,mill park,0.0,0.0
1144,thailand,costa rica,0.0,0.0
1145,private_households_with_employed_persons_t,electricity_gas_steam_and_air_conditioning_supply_d,0.0,0.0
1146,spain,ir iran,0.0,0.0
1147,cowan miller and lederman,cowan miller & lederman,1.0,1.0
1148,dominica,netherlands,0.0,0.0
1149,canada,bermuda,0.0,0.0
1150,wyoming,kansas,0.0,0.0
1151,hr generalist,hr generalist,1.0,1.0
1152,dz,lr,0.0,0.0
1153,dbrk,nbrk,0.0,0.0
1154,barbados,timor-leste,0.0,0.0
1155,24/02/2012,20/08/2010,0.0,0.0
1156,morocco,england,0.0,0.0
1157,24,pakistan,0.0,0.0
1158,vacqueyras,san antonio valley,0.0,0.0
1159,asian or pacific islander,"other, non-hispanic",0.0,0.0
1160,live voice,prerecorded voice,0.0,0.0
1161,sedd; sid,state emergency department data,0.0,0.0
1162,high,emergency,0.0,0.0
1163,brunei darussalam,latvia,0.0,0.0
1164,shay,ncon,0.0,0.0
1165,jack russell terrierx,jack russell terrier x,1.0,1.0
1166,ma,massachusetts,1.0,1.0
1167,cym;mlt,syc;kor,0.0,0.0
1168,poodle (standard),poodle standard,1.0,1.0
1169,"adjusted by age, sex, race and ethnicity",age-adjusted rate,0.0,0.0
1170,syc,cym;ven,0.0,0.0
1171,gresham - wilkes east,gresham - hollybrook,0.0,0.0
1172,texas,north carolina,0.0,0.0
1173,group 5,group 1,0.0,0.0
1174,layer 1 down,prep,0.0,0.0
1175,employee,third party,0.0,0.0
1176,sable/tan,tan & sable,1.0,1.0
1177,brunei darussalam,papua new guinea,0.0,0.0
1178,doge,msd,0.0,0.0
1179,common are,resid'l,0.0,0.0
1180,1999 nlg euro / euro,1999 nlg euro / euro,1.0,1.0
1181,"partner, gibney, anthony & flaherty llp","partner, gibney, anthony & flaherty, llp",1.0,1.0
1182,anotolian shepherd,anatolian shepherd,1.0,1.0
1183,angola,finland,0.0,0.0
1184,ovc1_1,imm1_0,0.0,0.0
1185,d5+d61+d62,b.6n,0.0,0.0
1186,a1050000006tnqi,a1050000002xxxt,0.0,0.0
1187,guam,gu,1.0,0.0
1188,al,sc,0.0,0.0
1189,bahamas,nigeria,0.0,0.0
1190,peddler,"own use, tubed/piped deep well",0.0,0.0
1191,former ethiopia,sao tome and principe,0.0,0.0
1192,azerbaijan,somalia,0.0,0.0
1193,indiana,oklahoma,0.0,0.0
1194,nm,ky,0.0,0.0
1195,y,n,0.0,0.0
1196,ca-sb ca-sbe mbe sb,sb wosb,0.0,0.0
1197,re,re,1.0,1.0
1198,mk,en,0.0,0.0
1199,malaysia,bermuda,0.0,0.0
1200,d.1,k.2,0.0,0.0
1201,colombian,czech,0.0,0.0
1202,"5,7","6,4",0.0,0.0
1203,tonga,iraq,0.0,0.0
1204,swz,sgp,0.0,0.0
1205,chile,netherlands antilles,0.0,0.0
1206,re,re,1.0,1.0
1207,frameshift_variant,start_lost,0.0,0.0
1208,sweden,gabon,0.0,0.0
1209,middle east and north africa,east asia and pacific,0.0,0.0
1210,namibia,lesotho,0.0,0.0
1211,ks,ca,0.0,0.0
1212,lao people's democratic republic,norway,0.0,0.0
1213,har,kub,0.0,0.0
1214,partner / associate,partner/ associate,1.0,1.0
1215,pa,pennsylvania,1.0,0.0
1216,netherlands,sri lanka,0.0,0.0
1217,x10,z02,0.0,0.0
1218,auditorium theatre,auditorium hall,1.0,0.0
1219,national_accounts_gross_fixed_capital_formation,labor,0.0,0.0
1220,hi,ga,0.0,0.0
1221,mining_and_quarrying,transportation_and_storage,0.0,0.0
1222,ni,bg,0.0,0.0
1223,822,120,0.0,0.0
1224,nh,new hampshire,1.0,0.0
1225,26/02/2010,19/03/2010,0.0,0.0
1226,disorderly conduct,drugs,0.0,0.0
1227,vnm,ury,0.0,0.0
1228,hi,hawaii,1.0,0.0
1229,washington,oregon,0.0,0.0
1230,vernon,south tabor,0.0,0.0
