,w1,w2,ground_truth,prediction
632,côte d'ivoire,lao people's dem. rep.,0.0,0.0
633,htg,tzs,0.0,0.0
634,e,eg,0.0,0.0
635,1999 nlg euro / euro,1999 nlg euro / euro,1.0,1.0
636,lemesos,apalta,0.0,0.0
637,742,731,0.0,0.0
638,nginx/1.10.2,nginx/1.10.3,0.0,0.0
639,benin,trinidad and tobago,0.0,0.0
640,poland,uzbekistan,0.0,0.0
641,plus_taxes_less_subsidies_on_production_and_imports_from_and_to_the_rest_of_the_world_net,less_acquisitions_less_disposals_of_non_produced_non_financial_assets,0.0,0.0
642,washington,new jersey,0.0,0.0
643,ssd,mmr,0.0,0.0
644,y02,w02,0.0,0.0
645,npaw8_0,ovc8_0,0.0,0.0
646,maine,me,1.0,0.0
647,chad,mauritius,0.0,0.0
648,antão vaz,verdicchio,0.0,0.0
649,25,tonga,0.0,0.0
650,mx,ch,0.0,0.0
651,australia,seychelles,0.0,0.0
652,italy,palau,0.0,0.0
653,mauritania,ukraine,0.0,0.0
654,nvss,state emergency department data,0.0,0.0
655,j04,r02,0.0,0.0
656,attorney and counselor at law,attorney & counselor at law,1.0,1.0
657,ny,ma,0.0,0.0
658,clothing,arts,0.0,0.0
659,wa,washington,1.0,1.0
660,"integrated household survey (ihs), 2005/06","1-2-3 survey (1-2-3), 2012/13",0.0,0.0
661,left council area,normal multiple,0.0,0.0
662,startup (youth),women entrepreneurs,0.0,0.0
663,production supervisors and general foremen,staff officers,0.0,0.0
664,immigration consultant,immigration consultant,1.0,1.0
665,trinidad and tobago,benin,0.0,0.0
666,powelhst-gilbrt,concordia,0.0,0.0
667,toys,djembe,0.0,0.0
668,uzbekistan,chile,0.0,0.0
669,yes/no,age-adjusted prevalence,0.0,0.0
670,arts_entertainment_and_recreation,human_health_and_social_work_activities,0.0,0.0
671,other service activities,mining and quarrying,0.0,0.0
672,gambling,kidnap,0.0,0.0
673,eastern cape province,rio de janeiro,0.0,0.0
674,d.,d,1.0,0.0
675,652,630,0.0,0.0
676,wholesale,services,0.0,0.0
677,russia,morocco,0.0,0.0
678,e_mmths,e_d210,0.0,0.0
679,"3,7","5,4",0.0,0.0
680,or,oregon,1.0,1.0
681,central_bank_monetary_authorities_foreign_assets,budgetary_central_government_expense,0.0,0.0
682,metals and minerals; manufacturing - other,metals and mineralsmanufacturing - other,1.0,1.0
683,similkameen valley,king valley,0.0,0.0
684,national_accounts_gross_national_income,other_depository_corporations_deposit_money_banks_non_monetary_liabilities,0.0,0.0
685,barbados,japan,0.0,0.0
686,n,a,0.0,0.0
687,belgium,denmark,0.0,0.0
688,repositioning,layer 2 up,0.0,0.0
689,rand,rand,1.0,1.0
690,portugal,italy,0.0,0.0
691,curly coated retriever,curly coat retriever,1.0,1.0
692,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_etc_hotels_and_restaurants_g_h,financial_intermediation_real_estate_renting_and_business_activities_j_k,0.0,0.0
693,pinpat,hvr,0.0,0.0
694,forgery,liquor laws,0.0,0.0
695,disorderly conduct,larceny,0.0,0.0
696,"a discrepancy may exist between the volume estimates of an aggregate and the sum of its components for the years other than the reference year (indicated as base year"") and the following years due to non-additivity of the chain-volume estimates.""",taxes less subsidies on imports.,0.0,0.0
697,milwaukee county,houston,0.0,0.0
698,cayman islands,cuba,0.0,0.0
699,fraud,robbery,0.0,0.0
700,dutch grand prix,moroccan grand prix,0.0,0.0
701,netherlands,india,0.0,0.0
702,memorandum_item_fisim_if_distributed_to_uses,construction,0.0,0.0
703,west bank and gaza,canada,0.0,0.0
704,00830-6120,96950-3783,0.0,0.0
705,spanish islands,pageon,0.0,0.0
706,ide,nak,0.0,0.0
707,education & learning,dancing,0.0,0.0
708,96799-1510,00801-1677,0.0,0.0
709,serviceretage_avg,source_fundingandmethods,0.0,0.0
710,california,south carolina,0.0,0.0
711,"guiana, french",solomon islands,0.0,0.0
712,"6,30","9,10",0.0,0.0
713,household consumption expenditure (including non-profit institutions serving households),gross capital formation,0.0,0.0
714,saudi arabia,11,0.0,0.0
715,health,education,0.0,0.0
716,fo,tr,0.0,0.0
717,central beaverton,irvington,0.0,0.0
718,east asia & pacific,sub-saharan africa,0.0,0.0
719,west virginia,michigan,0.0,0.0
720,yorkshire terrier cross,yorkshire terrier cross,1.0,1.0
721,dc,oh,0.0,0.0
722,"protected spring, river, stream, etc",peddler,0.0,0.0
723,switzerland,the former yugoslav republic of macedonia,0.0,0.0
724,049d,306,0.0,0.0
725,"6,18","8,15",0.0,0.0
726,expense_securitieslendingmgmtfees,payroll,0.0,0.0
727,director,director,1.0,1.0
728,cayman islands,mongolia,0.0,0.0
729,choreographers and dancers,lifting truck operators,0.0,0.0
730,california,florida,0.0,0.0
731,goose hollow,cathedral park,0.0,0.0
732,michigan,kentucky,0.0,0.0
733,"wholesale and retail trade, transportation and storage, accommodation and food service activities","equals: value added, gross, at basic prices",0.0,0.0
734,annual (madison b-cycle),annual membership (greenbike),0.0,0.0
735,96921-2317,09136-9649,0.0,0.0
736,japan,afghanistan,0.0,1.0
737,cap storm,cap bulk,0.0,0.0
738,brindle & tan,brindle/tan,1.0,1.0
739,forestry_and_logging,less_financial_intermediation_services_indirectly_measured_fisim,0.0,0.0
740,09a,06c,0.0,0.0
741,"community and social service specialists, all other*","community and social service specialists, all other",1.0,1.0
742,jey;pan,cym;are,0.0,0.0
743,bhutan,indonesia,0.0,0.0
744,ball field,dog play area,0.0,0.0
745,ri,rhode island,1.0,0.0
746,new jersey,south carolina,0.0,0.0
747,ldc,kna,0.0,0.0
748,virginia,maryland,0.0,0.0
749,ia,mi,0.0,0.0
750,lebanon,australia,0.0,0.0
751,east german,canadian,0.0,0.0
752,25,w60,0.0,0.0
753,master service agreement,sb/dvbe option,0.0,0.0
754,principal attorney,principal attorney,1.0,1.0
755,"attorney at law, partner",attorney at law/partner,1.0,1.0
756,de,delaware,1.0,1.0
757,senegal,thailand,0.0,0.0
758,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0.0,0.0
759,pre-permit (non-operational) / compliance inspection,cycle inspection / re-inspection,0.0,0.0
760,turkey,lithuania,0.0,0.0
761,la,mi,0.0,0.0
762,household_final_consumption_expenditure,exports_of_services,0.0,0.0
763,ssp,lbp,0.0,0.0
764,cn,ls,0.0,0.0
765,"fragomen, del rey, bersen & loewy llp","fragomen, del rey, bernsen & loewy, llp",1.0,1.0
766,senior partner,sr. staff attorney,1.0,1.0
767,bo,mm,0.0,0.0
768,notstd,hldint,0.0,0.0
769,san francisco,north chicago,0.0,0.0
770,y12b,x12b,0.0,0.0
771,vi,sd,0.0,0.0
772,y,y,1.0,1.0
773,"11,23","5,7",0.0,0.0
774,health and social work,less: financial intermediation services indirectly measured (fisim),0.0,0.0
775,czech republic,greece,0.0,0.0
776,martinborough,marlborough,1.0,1.0
777,woak,frmt,0.0,0.0
778,vermont,vt,1.0,0.0
779,play-off for third place,group 5,0.0,0.0
780,"11,20",15,0.0,0.0
781,district of columbia,new york,0.0,0.0
782,engineering manager,architect,0.0,0.0
783,level dollar open,level dollar,0.0,1.0
784,chairman (attorney),chairman/ attorney,1.0,1.0
785,id,hi,0.0,0.0
786,pl,no,0.0,0.0
787,algeria,15,0.0,0.0
788,orange & white,orange/white,1.0,1.0
789,"wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods",plus: statistical discrepancy,0.0,0.0
790,plus: statistical discrepancy,fishing and aquaculture,0.0,0.0
791,u03,u02,0.0,0.0
792,slovenia,cameroon,0.0,0.0
793,tza,per,0.0,0.0
794,guy,cod,0.0,0.0
795,retail advertising and pr services other/not classified,retailadvertising and pr servicesother/not classified,1.0,1.0
796,syrian arab republic,st. lucia,0.0,0.0
797,personal products,consumer finance,0.0,0.0
798,sri lanka,venezuela (bolivarian republic of),0.0,0.0
799,a1050000000wf0h,a1050000000slyy,0.0,0.0
800,b-abbreviation,i-multiple,0.0,0.0
801,flusher,yard trimmings-storm cleanup,0.0,0.0
802,viewbank,viewbank,1.0,1.0
803,crstn-kenilwth,madison south,0.0,0.0
804,gross_fixed_capital_formation_including_acquisitions_less_disposals_of_valuables,household_consumption_expenditure_including_non_profit_institutions_serving_households,0.0,0.0
805,worked with pay in own family-operated farm or business,worked for private establishment,0.0,0.0
806,grey/white,grey /white,1.0,1.0
807,weapons,motor vehicle theft,0.0,0.0
808,parents-of-teenagers,parents-of-teens,1.0,1.0
809,portuguese water dog,portugese water dog,1.0,1.0
810,chicago park,chicago,0.0,1.0
811,paralegal,paralegal,1.0,1.0
812,ak,alaska,1.0,0.0
813,00803-4732,00804-0058,0.0,0.0
814,insurance; financial services,insurancefinancial services,1.0,1.0
815,equatorial guinea,mali,0.0,0.0
816,y,a,0.0,0.0
817,113,310,0.0,0.0
818,g,eg,0.0,0.0
819,netherlands,anguilla,0.0,0.0
820,bahamas,cameroon,0.0,0.0
821,cpo - lkm,haiti,0.0,0.0
822,ai,is,0.0,0.0
823,"national board of review, usa",hochi film awards,0.0,0.0
824,jordan,lithuania,0.0,0.0
825,dinwiddie county,cabell county,0.0,0.0
826,country_01,country_02,0.0,0.0
827,"santa clara, ca","santa clara, ca 95054",1.0,1.0
828,arts,clothing,0.0,0.0
829,g,eg,0.0,0.0
830,amusement center,health studios & gym,0.0,0.0
831,"milwaukee, wi 53224","milwaukee, wi",1.0,1.0
832,saudi arabia,falkland islands,0.0,0.0
833,burkina faso,qatar,0.0,0.0
834,group 4,group 1,0.0,0.0
835,eg,g,0.0,0.0
836,lyric theatre,lyric theater,1.0,1.0
837,utah,montgomery county,0.0,0.0
838,financial_intermediation_real_estate_renting_and_business_activities,private_households_with_employed_persons,0.0,0.0
839,jewelry and silverware manufacturing,soft drink manufacturing,0.0,0.0
840,virginia,guam,0.0,0.0
841,uruguay,netherlands,0.0,0.0
842,cc_hub,sbootcamp,0.0,0.0
843,partner / associate,partner/ associate,1.0,1.0
844,nak,ide,0.0,0.0
845,sierra leone,croatia/yugoslavia (former),0.0,0.0
846,georgia,38,0.0,0.0
847,kent,new york state,0.0,0.0
848,362,520,0.0,0.0
849,dia4_0,npaw11_2,0.0,0.0
850,angora/persian,siamese/domestic shorthair,0.0,0.0
851,motor vehicle theft,larceny,0.0,0.0
852,mw2173.codfw.wmnet,boston.com frontend,0.0,0.0
853,tn,ma,0.0,0.0
854,italian grand prix,malaysian grand prix,0.0,0.0
855,william,williams,1.0,1.0
856,tanzanian shilling,tanzania shilling,1.0,1.0
857,state programs,master purchase/price agreement,0.0,0.0
858,south san francisco,west chicago,0.0,0.0
859,"prints ""hello, world!"" n times",prints all numbers up to n,0.0,0.0
860,vermont,vt,1.0,0.0
861,sudan,nigeria,0.0,0.0
862,local_10,local_02,0.0,0.0
863,principal,principal,1.0,1.0
864,r1y2,r1z1,0.0,0.0
865,business services - other,business services - otherother/not classified,1.0,1.0
866,b-abbreviation,b-family,0.0,0.0
867,delaware,de,1.0,1.0
868,georgia,ghana,0.0,0.0
869,ct,ks,0.0,0.0
870,iowa,ia,1.0,0.0
871,indonesian,brazilian,0.0,0.0
872,tr,fo,0.0,0.0
873,tha,som,0.0,0.0
874,gresham - north gresham,beaverton - west slope,0.0,0.0
875,martina,vin santo di carmignano,0.0,0.0
876,north america,europe & central asia,0.0,0.0
877,grd,zmb,0.0,0.0
878,consumer goods,party supplies,0.0,0.0
879,georgia/russia/(ossetia),israel/palestine,0.0,0.0
880,comml-2,middle,0.0,0.0
881,includes other service activities (s) of isic rev. 4.,"includes real estate activities; professional, scientific and technical activities; and administrative and support service activities.",0.0,0.0
882,final_consumption_expenditure,gross_capital_formation,0.0,0.0
883,egypt,hungary,0.0,0.0
884,"assault, simple",forgery,0.0,0.0
885,latvia,viet nam,0.0,0.0
886,00803-4283,00802-6623,0.0,0.0
887,blenheim,blenheim,1.0,1.0
888,czech republic,bulgaria,0.0,0.0
889,tur,tur,1.0,1.0
890,homicide,runaway,0.0,0.0
891,wsca/coop,state price schedule,0.0,0.0
892,estonia,15,0.0,0.0
893,corporate secretary / officer,corp. secretary / officer,1.0,1.0
894,bilbao,shizuoka,0.0,0.0
895,education,manufacturing,0.0,0.0
896,united kingdom;united states,united states,0.0,0.0
897,philippines,venezuela,0.0,0.0
898,forgery,disorderly conduct,0.0,0.0
899,018a,015,0.0,0.0
900,home,homes,1.0,1.0
901,ren,pre,0.0,0.0
902,smoke-free air act / limited inspection,smoke-free air act / compliance inspection,0.0,0.0
903,swedish krona,swedish krona,1.0,1.0
904,uruguay,turkey,0.0,0.0
905,cully,parkrose,0.0,0.0
906,586,80,0.0,0.0
907,r-1,pier 2,0.0,0.0
908,pa,pennsylvania,1.0,0.0
909,wisconsin,arkansas,0.0,0.0
910,environment_protection,equals_general_government_final_consumption_expenditure,0.0,0.0
911,ma,nj,0.0,0.0
912,r1y8,r1x7,0.0,0.0
913,00725-3763,00730-2926,0.0,0.0
914,chartreux,turkish van,0.0,0.0
915,690,972,0.0,0.0
916,australia,finland,0.0,0.0
917,"25,26",43,0.0,0.0
918,96931-0000,00801-0386,0.0,0.0
919,guam,gu,1.0,1.0
920,retail advertising and pr services management consulting services,retailadvertising and pr servicesmanagement consulting services,1.0,1.0
921,141,550,0.0,0.0
922,3,151,0.0,0.0
923,soul food,cafã©/coffee/tea,0.0,0.0
924,gresham - downtown,st johns,0.0,0.0
925,ok,oklahoma,1.0,1.0
926,"assault, simple",weapons,0.0,0.0
927,visakhapatnam,east london,0.0,0.0
928,istanbul,shanghai,0.0,0.0
929,louisiana,la,1.0,0.0
930,ve,ug,0.0,0.0
931,mlbr,24th,0.0,0.0
932,biotechnology/pharmaceuticalshealthcare servicesmedical devices and supplies,biotechnology/pharmaceuticals; healthcare services; medical devices and supplies,1.0,1.0
933,salads,chinese/cuban,0.0,0.0
934,kansas,missouri,0.0,0.0
935,usa,col,0.0,0.0
936,maplewood,russell,0.0,0.0
937,z01,w16,0.0,0.0
938,821,40,0.0,0.0
939,kgz,cod,0.0,0.0
940,fl,ny,0.0,0.0
941,czech lion,guldbagge,0.0,0.0
942,dogue de bordeaux x,dogue de bordeaux x,1.0,1.0
943,syc,fcs,0.0,0.0
944,"3,9","4,9",0.0,0.0
945,2,denmark,0.0,0.0
946,georgia,ga,1.0,0.0
947,prt,che,0.0,0.0
948,georgia,kentucky,0.0,0.0
949,rw,tr,0.0,0.0
950,restaurants,residential reits,0.0,0.0
951,disorderly conduct,offenses against family,0.0,0.0
952,sfia,nbrk,0.0,0.0
953,alabama,vermont,0.0,0.0
954,bhs;jey,bmu;irl,0.0,0.0
955,north carolina,nc,1.0,0.0
956,"1,4",49,0.0,0.0
957,south carolina,new jersey,0.0,0.0
958,croydon,croydon,1.0,1.0
959,eliot,linnton,0.0,0.0
960,anguilla,zambia,0.0,0.0
961,us,br,0.0,0.0
962,dog (new),category 2,0.0,0.0
963,case manager/paralegal,case manager/paralegal,1.0,1.0
964,nutritionists-dietitians,other specialized managers,0.0,0.0
965,dragon,grass,0.0,0.0
966,kiribati,chad,0.0,0.0
967,cols,plza,0.0,0.0
968,agriculture_hunting_forestry_fishing_isic_a_b,total_value_added,0.0,0.0
969,education,plus: taxes on products,0.0,0.0
970,south africa,portugal,0.0,0.0
971,mi,hldfas,0.0,0.0
972,least developed countries: un classification,panama,0.0,0.0
973,beotia,panciu,0.0,0.0
974,pataca,pataca,1.0,1.0
975,libya,barbados,0.0,0.0
976,fiji,timor-leste,0.0,0.0
977,nebraska,ne,1.0,1.0
978,aggravated assault,burglary,0.0,0.0
979,normal multiple,left council area,0.0,0.0
980,trinidad and tobago,south sudan,0.0,0.0
981,q28lovejavascript,q21corecomptesting,0.0,0.0
982,nelspruit,manchester,0.0,0.0
983,united kingdom,niger,0.0,0.0
984,commhstliab,ageadjrate,0.0,0.0
985,usda national farmers' market directory,anrf,0.0,0.0
986,in house counsel,in house counsel for employer,1.0,1.0
987,mexico,honduras,0.0,0.0
988,ardenwald,portsmouth,0.0,0.0
989,slovakia,italy,0.0,0.0
990,frameshift_variant,intergenic_variant,0.0,0.0
991,black or african american,white,0.0,0.0
992,expense_retbenefits,fundingmeth,0.0,0.0
993,samoa,madagascar,0.0,0.0
994,gambling,offenses against family,0.0,0.0
995,academy fellowship,wga award (screen),0.0,0.0
996,djembe,tape recorder,0.0,0.0
997,00785-1918,00680-6732,0.0,0.0
998,south san francisco,san francisco,1.0,1.0
999,chicago,mississippi,0.0,0.0
1000,chihuahua - long haired,chihuahua long haired,1.0,1.0
1001,manufacturing,education,0.0,0.0
1002,south america,papunesia,0.0,0.0
1003,"césar awards, france",primetime emmy awards,0.0,0.0
1004,sd,south dakota,1.0,0.0
1005,cream & brown,cream/brown,1.0,1.0
1006,croatia,russian federation,0.0,0.0
1007,lincoln square theatre,lincoln square,1.0,1.0
1008,lca,som,0.0,0.0
1009,parking lot,prkng garage/private,0.0,0.0
1010,html,video,0.0,0.0
1011,argentina,belgium,0.0,0.0
1012,irvington,glenfair,0.0,0.0
1013,tobacco,overarching conditions,0.0,0.0
1014,cl14,cm,0.0,0.0
1015,serbia,united kingdom,0.0,0.0
1016,euro,euro,1.0,1.0
1017,arizona,montana,0.0,0.0
1018,democratic people's republic of korea,nigeria,0.0,0.0
1019,construction_isic_f,transport_storage_and_communication_isic_i,0.0,0.0
1020,sc,vu,0.0,0.0
1021,curfew,drugs,0.0,0.0
1022,zimbabwe,uzbekistan,0.0,0.0
1023,ic.gov.durs.zs,ic.cus.durs.ex,0.0,0.0
1024,nz,no,0.0,0.0
1025,bjs: underserved,communities affected by war,0.0,0.0
1026,georgia,arkansas,0.0,0.0
1027,aruba,oman,0.0,0.0
1028,us ambassador residence,us ambasador residence,1.0,1.0
1029,i-formula,i-abbreviation,0.0,0.0
1030,tcd,wsm,0.0,0.0
1031,beagle cross,beagle cross,1.0,1.0
1032,venice film festival,walk of fame,0.0,0.0
1033,equals_gross_national_disposable_income,less_property_income_to_the_rest_of_the_world,0.0,0.0
1034,electronic equipment assemblers,papermaking plant operators,0.0,0.0
1035,"10,28",46,0.0,0.0
1036,pan,pan,1.0,1.0
1037,"general services, department of","controller, state",0.0,0.0
1038,vehicle,bricks,0.0,0.0
1039,lte,rou,0.0,0.0
1040,s burlingame,woodland park,0.0,0.0
1041,king,woodstock,0.0,0.0
1042,djibouti,democratic people's republic of korea,0.0,0.0
1043,limnos,lemnos,1.0,0.0
1044,nginx/1.10.1,apache/2.2.31 (unix) mod_ssl/2.2.31 openssl/1.0.1e-fips mod_bwlimited/1.4 mod_perl/2.0.8 perl/v5.10.1,0.0,0.0
1045,265,237,0.0,0.0
1046,ngultrum,ngultum,1.0,1.0
1047,shay,conc,0.0,0.0
1048,comped,104,0.0,0.0
1049,ok,ia,0.0,0.0
1050,other_service_activities_r_s_t,arts_entertainment_and_recreation_r,0.0,0.0
1051,orange & brown,brown/orange,1.0,1.0
1052,california,ca,1.0,1.0
1053,ca-dvbe ca-mb ca-sb ca-sbe mbe mosb sb sbasdb sdvosb,ca-mb ca-sb mbe mosb sb sbasdb,0.0,0.0
1054,2nd floor,c101,0.0,0.0
1055,benin,jordan,0.0,0.0
1056,16/03/2012,15/10/2010,0.0,0.0
1057,az,nj,0.0,0.0
1058,tanzania shilling,tanzanian shilling,1.0,1.0
1059,dogue de bordeaux,dogue de bordeaux,1.0,1.0
1060,real_estate_activities,plus_statistical_discrepancy,0.0,0.0
1061,"fifa world cup stadium, frankfurt",estadio nacional,0.0,0.0
1062,q12jobcritcompculture,q16hiringmanager,0.0,0.0
1063,ohio,wyoming,0.0,0.0
1064,monaco,saudi arabia,0.0,0.0
1065,orh,npaw,0.0,0.0
1066,biotechnology/pharmaceuticals; healthcare services; medical devices and supplies,biotechnology/pharmaceuticalshealthcare servicesmedical devices and supplies,1.0,1.0
1067,rufete,syrah-malbec,0.0,0.0
1068,bi-weekly,bi,1.0,1.0
1069,hawaii,nevada,0.0,0.0
1070,971,10,0.0,0.0
1071,923,610,0.0,0.0
1072,ner,nam,0.0,0.0
1073,eritrea,grenada,0.0,0.0
1074,d110,rvcntt,0.0,0.0
1075,consumer finance,personal products,0.0,0.0
1076,mill park,hollywood,0.0,0.0
1077,dry cleaners,printing plant,0.0,0.0
1078,b-family,i-abbreviation,0.0,0.0
1079,ohio,wyoming,0.0,0.0
1080,n,n,1.0,1.0
1081,st johns,lkos - oak creek,0.0,0.0
1082,"2,6","5,12",0.0,0.0
1083,nj,new jersey,1.0,0.0
1084,"wholesale, retail trade, restaurants and hotels (isic g-h)",total value added,0.0,0.0
1085,hkd,nok,0.0,0.0
1086,depository_corporations_survey_monetary_survey_foreign_assets,financial_corporations_survey_banking_survey_foreign_assets,0.0,0.0
1087,partner / attorney,partner/attorney,1.0,1.0
1088,ii,vi,0.0,0.0
1089,annual (cincy red bike),annual (denver bike sharing),0.0,0.0
1090,bricks,vehicle,0.0,0.0
1091,alabama,oklahoma,0.0,0.0
1092,houston,fairfax county,0.0,0.0
1093,ca-mb ca-sb ca-sbe dbe mbe sb,ca-sbe cdvbe mbe mosb sb sbasdb sdvosb wbe wosb,0.0,0.0
1094,lakonia,landwein rhein,0.0,0.0
1095,runaway,sex offenses,0.0,0.0
1096,"therapists, all other*","therapists, all other",1.0,1.0
1097,chicago,chicago ridge,0.0,0.0
1098,pre-permit (operational) / second compliance inspection,pre-permit (non-operational) / re-inspection,0.0,0.0
1099,ru,su,0.0,0.0
1100,china,ireland;isle of man,0.0,0.0
1101,imn,arg,0.0,0.0
1102,ca-dvbe ca-mb ca-sb dbe,ca-mb ca-sb ca-sbe dbe mosb sb,0.0,0.0
1103,sbrn,oakl,0.0,0.0
1104,connected_to,registered_address,0.0,0.0
1105,fleet,a single firm services a geographic region,0.0,0.0
1106,belgium,bulgaria,0.0,0.0
1107,canada;united kingdom,bermuda;isle of man,0.0,0.0
1108,fr,ni,0.0,0.0
1109,btcr,nyan,0.0,0.0
1110,building and construction machinery and accessories,electrical systems and lighting and components and accessories and supplies,0.0,0.0
1111,pw,ap,0.0,0.0
1112,local_08,local_07,0.0,0.0
1113,bahamas,chile,0.0,0.0
1114,i02,o03,0.0,0.0
1115,duplex,multi-unit residential,0.0,0.0
1116,or,oregon,1.0,1.0
1117,canada,bosnia and herzegovina,0.0,0.0
1118,taiwan,saudi arabia,0.0,0.0
1119,red/brown,red & brown,1.0,1.0
1120,wood frame (5),constr type 2,0.0,0.0
1121,liquor laws,forgery,0.0,0.0
1122,turks and caicos islands,australia,0.0,0.0
1123,thursday,tuesday,0.0,0.0
1124,virginia,va,1.0,0.0
1125,bmu;can,vgb;kaz,0.0,0.0
1126,namibia,malawi,0.0,0.0
1127,il,la,0.0,0.0
1128,general government final consumption expenditure,equals: gross domestic product,0.0,0.0
1129,black & tan & white,black/tan/white,1.0,1.0
1130,frameshift_variant&stop_lost,splice_acceptor_variant&coding_sequence_variant&intron_variant,0.0,0.0
1131,a1050000000slyy,a1050000000wf0h,0.0,0.0
1132,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,0.0,0.0
1133,orange/black,black/orange,1.0,1.0
1134,partnership,ibrd/ida,0.0,0.0
1135,hnl,eur,0.0,0.0
1136,eliot,gresham - downtown,0.0,0.0
1137,"6,151","60,83",0.0,0.0
1138,zanzibar,17,0.0,0.0
1139,19th,bayf,0.0,0.0
1140,not applicable,dry cleaners,0.0,0.0
1141,822,730,0.0,0.0
1142,frameshift_variant&start_lost,splice_donor_variant&coding_sequence_variant,0.0,0.0
1143,pan,pan,1.0,1.0
1144,bernal heights,bayview hunters point,0.0,0.0
1145,pdte / alcc.,pdte / allc,1.0,1.0
1146,restaurant/food services other/not classified,restaurant/food servicesother/not classified,1.0,1.0
1147,jack russell terrier x,jack russell terrierx,1.0,1.0
1148,homicide,disorderly conduct,0.0,0.0
1149,e_eoth,e_underc,0.0,0.0
1150,leisure products,computer & electronics retail,0.0,0.0
1151,mn,nd,0.0,0.0
1152,"rattan, bamboo and other wicker furniture makers","general managers/managing proprietors in transportation, storage and communications",0.0,0.0
1153,w20,w60,0.0,0.0
1154,bond_yields,national_accounts_exports,0.0,0.0
1155,french polynesia,poland,0.0,0.0
1156,asicampus,orangefab,0.0,0.0
1157,poodle standard cross,poodle standard cross,1.0,1.0
1158,hayw,plza,0.0,0.0
1159,gross domestic product (gdp),gross fixed capital formation (including acquisitions less disposals of valuables),0.0,0.0
1160,lesotho,canada,0.0,0.0
1161,managing partner - new york,managing partner - new york,1.0,1.0
1162,"highway patrol, california","transportation, department of",0.0,0.0
1163,zmb,zmb,1.0,1.0
1164,982,141,0.0,0.0
1165,zimbabwe,vietnam,0.0,0.0
1166,sc,south carolina,1.0,0.0
1167,social media for social change,social media for social good,1.0,1.0
1168,x14,y16a,0.0,0.0
1169,luxembourg,barcelona,0.0,0.0
1170,beaverton - west slope,gresham - north gresham,0.0,0.0
1171,law clerk,law crerk,1.0,1.0
1172,w51,981,0.0,0.0
1173,commercial and military and private vehicles and their accessories and components,farming and fishing and forestry and wildlife machinery and accessories,0.0,0.0
1174,chile,serbia,0.0,0.0
1175,bfa,bfa,1.0,1.0
1176,moroccan grand prix,dutch grand prix,0.0,0.0
1177,shih tzu cross,shih-tzu cross,1.0,1.0
1178,duii,stolen property,0.0,0.0
1179,south dakota,mississippi,0.0,0.0
1180,san martin,peter mokaba stadium,0.0,0.0
1181,hungary,egypt,0.0,0.0
1182,642,971,0.0,0.0
1183,hong kong,nepal,0.0,0.0
1184,partner/lead engagement attorney,partner/lead engagement attorney,1.0,1.0
1185,oil & gas exploration & production,diversified financial services,0.0,0.0
1186,crdprev,nmbr,0.0,0.0
1187,alaska,north dakota,0.0,0.0
1188,bahrain,senegal/casamance,0.0,0.0
1189,other_coal_products,black_liquor,0.0,0.0
1190,y12,r1z3,0.0,0.0
1191,waipara valley,waipara,1.0,0.0
1192,t014qe,d313,0.0,0.0
1193,paris,stockholm,0.0,0.0
1194,munich,brussels,0.0,0.0
1195,new hampshire,maryland,0.0,0.0
1196,ca,california,1.0,1.0
1197,orin,wcrk,0.0,0.0
1198,zambia,gambia,0.0,0.0
1199,"expenditure survey/budget survey (es/bs), 2011","core welfare indicator questionnaire survey (cwiq)/priority survey (ps), 2014",0.0,0.0
1200,zambia kwacha,zambian kwacha,1.0,1.0
1201,"52,67,75","6,65",0.0,0.0
1202,goose hollow,linnton,0.0,0.0
1203,nga;usa,che,0.0,0.0
1204,iceland,greece,0.0,0.0
1205,colorado,oregon,0.0,0.0
1206,saturn award,acca,0.0,0.0
1207,va,ar,0.0,0.0
1208,net increase/(decrease) in fair value of investments,asset valuation method,0.0,0.0
1209,dry cleaners,not applicable,0.0,0.0
1210,guardian: water and sanitation,agricultural infrastructure,0.0,0.0
1211,weber county,san patricio county,0.0,0.0
1212,annual (denver b-cycle),try before you buy special,0.0,0.0
1213,npaw,orh,0.0,0.0
1214,dk,ie,0.0,0.0
1215,830,2,0.0,0.0
1216,adelaide city,port adelaide enfield,0.0,0.0
1217,czech republic,andorra,0.0,0.0
1218,are,bmu;prt,0.0,0.0
1219,00612-9037,00616-9801,0.0,0.0
1220,associate's,none,0.0,0.0
1221,manager,manager,1.0,1.0
1222,sweden,oman,0.0,0.0
1223,public utilities commission,"victim compensation and government claims board, california",0.0,0.0
1224,copd,tob,0.0,0.0
1225,730,141,0.0,0.0
1226,won,2nd place,0.0,0.0
1227,tuvalu,early-demographic dividend,0.0,0.0
1228,australia,palau,0.0,0.0
1229,300,wl2,0.0,0.0
1230,switzerland,"germany, federal republic of",0.0,0.0
